Compound_ID,Compound_Name,Plant_Name,Common_Name,Plant_Family,Plant_Part,Country_of_Use,PubChem_CID,Canonical_SMILES,InChIKey,Molecular_Formula,Molecular_Weight,LogP,HBD,HBA,TPSA,Rotatable_Bonds,Lipinski_Violations,Lipinski_Status,Reported_Activity,Assay_Target,DOI_Reference,Reference_Year,Compound_Class,Compound_Superclass,Data_Source,Notes,Validation_Status,Fraction_CSP3,Ring_Count,Aromatic_Ring_Count,Heavy_Atom_Count,Molar_Refractivity,QED_Score,Veber_Status,Ghose_Violations,Ghose_Status
AFRO-0081,"Furanoeudesma-1,3-diene",Commiphora myrrha,Myrrh tree,Burseraceae,"Resin, bark",Somalia; Ethiopia; Kenya,13874240,CC1=CC=CC2(C)Cc3occ(C)c3CC12,AUSAHAHDEVYCOC-UHFFFAOYSA-N,C15H18O,214.308,3.825220000000003,0,1,13.14,0,0,Pass,Regulation of insulin secretion,RBP4 (-9.0 kcal/mol),10.3390/molecules24102002,2019,Sesquiterpenoid,Terpenoid,Molecules (MDPI),Predicted active compound with favorable ADMET properties. PDF,Verified,0.4666666666666667,3,1,16,65.34700000000004,0.6394852980156941,Pass,1,Fail
AFRO-0082,Hautriwaic acid,Dodonaea angustifolia,Sand olive,Sapindaceae,Leaf; stem bark,South Africa; Kenya; Ethiopia; Tanzania,12310372,CC1CCC2(CO)C(C(=O)O)=CCCC2C1(C)CCc1ccoc1,PHKSUFCCGLWIMC-UHFFFAOYSA-N,C20H28O4,332.4400000000001,4.048100000000003,2,3,70.67,5,0,Pass,Regulation of glucose metabolism,AKR1B1 (-9.3 kcal/mol),10.3390/molecules24102002,2019,Diterpenoid,Terpenoid,Molecules (MDPI),Predicted active compound with favorable ADMET properties. PDF,Verified,0.65,3,1,24,91.49560000000005,0.8532134087934049,Pass,0,Pass
AFRO-0083,Ibozol,Tetradenia riparia,"Misty plume bush, Ginger bush",Lamiaceae,"Leaf, shoot",South Africa; Mozambique;  Zimbabwe; Rwanda,5458584,CC(C)C1(O)CCC2=C(C1)C(O)CC1C(C)(C)CCCC21C,NEEOTTWPJHYJMS-UHFFFAOYSA-N,C20H34O2,306.4900000000001,4.451200000000004,2,2,40.46,1,0,Pass,Regulation of glucose metabolism,GCK (-9.7 kcal/mol),10.3390/molecules24102002,2019,Diterpenoid,Terpenoid,Molecules (MDPI),Glucokinase-targeted hit with favorable ADMET properties. PDF,Verified,0.9,3,0,22,90.51760000000006,0.7025953967013518,Pass,0,Pass
AFRO-0084,Integerrimine,Lotononis laxa,Yellow lotononis,Fabaceae,"Aerial parts, leaf",South Africa; Namibia; Botswana,5281733,CC=C1CC(C)C(C)(O)C(=O)OCC2=CCN3CCC(OC1=O)C23,HKODIGSRFALUTA-UHFFFAOYSA-N,C18H25NO5,335.4,1.1928,1,6,76.07,0,0,Pass,Regulation of insulin secretion and lipid metabolism,"HSD11B1 (-9.1), PPARD (-9.3 kcal/mol)",10.3390/molecules24102002,2019,Pyrrolizidine Alkaloid,Alkaloid,Molecules (MDPI),Dual-target compound with favorable ADMET properties. PDF,Verified,0.6666666666666666,3,0,24,87.06180000000003,0.4071201682251943,Pass,0,Pass
AFRO-0085,Lapachol,Kigelia africana,Sausage tree,Bignoniaceae,"Bark, fruit, root",Nigeria; Ghana; Kenya; South Africa; Tanzania,3884,CC(C)=CCC1=C(O)c2ccccc2C(=O)C1=O,CWPGNVFCJOPXFB-UHFFFAOYSA-N,C15H14O3,242.274,3.077400000000001,1,3,54.37,2,0,Pass,Regulation of glucose metabolism,AKR1B1 (-9.2 kcal/mol),10.3390/molecules24102002,2019,Naphthoquinone,Quinone,Molecules (MDPI),Compound with experimental anti-diabetic evidence. PDF,Verified,0.2,2,1,18,69.37630000000003,0.6401329437967432,Pass,1,Fail
AFRO-0086,N-methylflindersine,Toddalia asiatica,Orange climber,Rutaceae,"Root bark, leaf",Kenya; Tanzania; Uganda; South Africa; Nigeria,72819,Cn1c(=O)c2c(c3ccccc31)OC(C)(C)C=C2,RJZFGBNKPOVCHQ-UHFFFAOYSA-N,C15H15NO2,241.29,2.722700000000001,0,2,31.23,0,0,Pass,Regulation of insulin secretion and glucose metabolism,"AKR1B1 (-9.2), RBP4 (-9.5 kcal/mol)",10.3390/molecules24102002,2019,Quinoline Alkaloid,Alkaloid,Molecules (MDPI),Dual-target compound with favorable ADMET properties. PDF,Verified,0.2666666666666667,3,2,18,72.93000000000004,0.7097968535007733,Pass,1,Fail
AFRO-0087,Platyphylline,Senecio serratuloides,Two-color ragwort,Asteraceae,"Leaf, root, flower",South Africa; Eswatini,5281742,CC=C1CC(C)C(C)(O)C(=O)OCC2CCN3CCC(OC1=O)C23,BTHCJHQOYFUIMG-UHFFFAOYSA-N,C18H27NO5,337.4160000000001,1.2727,1,6,76.07,0,0,Pass,Regulation of insulin secretion and lipid metabolism,"HSD11B1 (-9.4), PPARD (-9.3 kcal/mol)",10.3390/molecules24102002,2019,Pyrrolizidine Alkaloid,Alkaloid,Molecules (MDPI),Dual-target compound with favorable ADMET properties. PDF,Verified,0.7777777777777778,3,0,24,87.08580000000005,0.529916303909823,Pass,0,Pass
AFRO-0088,Rhinocerotinoic acid,Elytropappus rhinocerotis,Renosterbos,Asteraceae,"Leaf, twig",South Africa,75411923,CC(=CC(=O)O)CCC1=C(C)C(=O)CC2C(C)(C)CCCC12C,MSLXIYYWGHOJNU-UHFFFAOYSA-N,C20H30O3,318.4570000000001,4.919400000000005,1,2,54.37,4,0,Pass,Regulation of insulin secretion,"HSD11B1 (-9.2), RBP4 (-9.9 kcal/mol)",10.3390/molecules24102002,2019,Diterpenoid,Terpenoid,Molecules (MDPI),Dual-target compound with favorable ADMET properties. PDF,Verified,0.7,2,0,23,92.17980000000006,0.748525177142213,Pass,0,Pass
AFRO-0089,Valerenic acid,Valeriana capensis,Cape valerian,Valerianaceae,Root; rhizome,"South Africa, Lesotho, Malawi",6440940,CC(=CC1CCC(C)C2CCC(C)=C12)C(=O)O,FEBNTWHYQKGEIQ-UHFFFAOYSA-N,C15H22O2,234.339,3.789900000000002,1,1,37.3,2,0,Pass,Regulation of glucose metabolism,AKR1B1 (-9.0 kcal/mol),10.3390/molecules24102002,2019,Sesquiterpenoid,Terpenoid,Molecules (MDPI),Predicted active compound with favorable ADMET properties. PDF,Verified,0.6666666666666666,2,0,17,68.70480000000005,0.5827391005024772,Pass,1,Fail
AFRO-0090,Voaphylline,Voacanga africana,Voacanga tree,Apocynaceae,"Bark, root, leaf",Ghana; Nigeria; Ivory Coast; Cameroon,10469868,CCC12CCc3[nH]c4ccccc4c3CCN(CC3OC31)C2,OGDFTQDRHAGLTB-UHFFFAOYSA-N,C19H24N2O,296.414,3.136000000000002,1,2,31.56,1,0,Pass,"Regulation of insulin secretion, glucose metabolism, and lipid metabolism","AMY2A (-9.0), DPP4 (-9.6), GCK (-9.1), HSD11B1 (-9.3), PPARD (-9.1), PPARG (-9.8), RBP4 (-9.2 kcal/mol)",10.3390/molecules24102002,2019,Indole Alkaloid,Alkaloid,Molecules (MDPI),Novel multi-targeted lead active across 7 diabetes targets. PDF,Verified,0.5789473684210527,5,2,22,88.14870000000005,0.8198527471921156,Pass,0,Pass
AFRO-0091,Withasomnine,Voacanga africana,Voacanga tree,Apocynaceae,Root; bark; leaf,Ghana; Nigeria; Ivory Coast; Cameroon,442877,c1ccc(-c2cnn3c2CCC3)cc1,FOJCJLSJZFQCID-UHFFFAOYSA-N,C12H12N2,184.242,2.496300000000001,0,1,17.82,1,0,Pass,Regulation of insulin secretion,FFAR1 (-9.1 kcal/mol),10.3390/molecules24102002,2019,Pyrazole Alkaloid,Alkaloid,Molecules (MDPI),Potential FFAR1 agonist with favorable ADMET properties. PDF,Verified,0.25,3,2,14,55.98400000000003,0.6654513836768017,Pass,1,Fail
AFRO-0092,Aspalathin,Aspalathus linearis,Rooibos,Fabaceae,Leaf,South Africa,11282394,O=C(CCc1ccc(O)c(O)c1)c1c(O)cc(O)c(C2OC(CO)C(O)C(O)C2O)c1O,VCPUQYKWJRESOC-UHFFFAOYSA-N,C21H24O11,452.4120000000001,-0.4550000000000002,9,11,208.37,6,2,Fail,Reported antidiabetic activity,Multiple diabetes targets,10.3390/molecules24102002,2019,Flavonoid,Flavonoid,Literature + DIA-DB study,Identified as bioactive antidiabetic constituent,Verified,0.3809523809523809,3,2,32,106.5797,0.2023191668240041,Fail,1,Fail
AFRO-0093,Isoorientin,Aspalathus linearis,Rooibos,Fabaceae,Leaf,South Africa,114776,O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O)c(C3OC(CO)C(O)C(O)C3O)c(O)c12,ODBRNZZJSYPIDI-UHFFFAOYSA-N,C21H20O11,448.3800000000001,-0.2027000000000003,8,11,201.28,3,2,Fail,Reported antidiabetic activity,Multiple diabetes targets,10.3390/molecules24102002,2019,Flavonoid,Flavonoid,Literature + DIA-DB study,Reported in Rooibos antidiabetic studies,Verified,0.2857142857142857,4,3,32,107.2994,0.2465547063119637,Fail,0,Pass
AFRO-0094,Orientin,Aspalathus linearis,Rooibos,Fabaceae,Leaf,South Africa,5281675,O=c1cc(-c2ccc(O)c(O)c2)oc2c(C3OC(CO)C(O)C(O)C3O)c(O)cc(O)c12,PLAPMLGJVGLZOV-UHFFFAOYSA-N,C21H20O11,448.3800000000001,-0.2027000000000003,8,11,201.28,3,2,Fail,Reported antidiabetic activity,Multiple diabetes targets,10.3390/molecules24102002,2019,Flavonoid,Flavonoid,Literature + DIA-DB study,Identified as active constituent,Verified,0.2857142857142857,4,3,32,107.2994,0.2465547063119637,Fail,0,Pass
AFRO-0095,Cryptolepine,Cryptolepis sanguinolenta,Ghana quinine,Apocynaceae,Root,Ghana,82143,Cn1c2c3ccccc3nc-2cc2ccccc21,KURWKDDWCJELSV-UHFFFAOYSA-N,C16H12N2,232.286,3.831300000000002,0,1,17.82,0,0,Pass,Reported antidiabetic activity,Multiple diabetes targets,10.3390/molecules24102002,2019,Indoloquinoline Alkaloid,Alkaloid,Literature + DIA-DB study,Identified as active constituent,Verified,0.0625,4,2,18,74.84200000000004,0.4502621477161849,Pass,1,Fail
AFRO-0096,Chlorogenic Acid,Vernonia amygdalina,Bitter Leaf,Asteraceae,Leaf,Nigeria,1794427,O=C(C=Cc1ccc(O)c(O)c1)OC1CC(O)(C(=O)O)CC(O)C1O,CWVRJTMFETXNAD-UHFFFAOYSA-N,C16H18O9,354.311,-0.6459000000000001,6,8,164.75,4,1,Pass,Reported antidiabetic activity,Multiple diabetes targets,10.3390/molecules24102002,2019,Phenolic Acid,Phenolic Compound,Literature + DIA-DB study,Active constituent of V. amygdalina,Verified,0.375,2,1,25,82.51880000000001,0.2340852797608433,Fail,1,Fail
AFRO-0097,Vanillin,Momordica balsamina Linn,Momordica balsamina Linn,Cucurbitaceae,Leaf,South Africa,1183,COc1cc(C=O)ccc1O,MWOOGOJBHIARFG-UHFFFAOYSA-N,C8H8O3,152.149,1.2133,1,3,46.53,2,0,Pass,Antidiabetic / Enzyme inhibition,α-Glucosidase,10.3390/cimb48050503,2026,Phenolic aldehyde,Phenolic Compound,GC-MS,Identified in DCM leaf extract,Verified,0.125,1,1,11,40.04630000000002,0.6477438574453785,Pass,2,Fail
AFRO-0098,"2,4-di-tert-butylphenol",Momordica balsamina Linn,Momordica balsamina Linn,Cucurbitaceae,Leaf,South Africa,7311,CC(C)(C)c1ccc(O)c(C(C)(C)C)c1,ICKWICRCANNIBI-UHFFFAOYSA-N,C14H22O,206.329,3.987200000000003,1,1,20.23,0,0,Pass,Antidiabetic / Enzyme inhibition / Anti-inflammatory,α-Amylase,10.3390/cimb48050503,2026,Phenol derivative,Phenolic Compound,GC-MS,Identified in DCM leaf extract,Verified,0.5714285714285714,1,1,15,65.50680000000006,0.6802500634680617,Pass,1,Fail
AFRO-0099,Tetratriacontane,Momordica balsamina Linn,Momordica balsamina Linn,Cucurbitaceae,Leaf,South Africa,26519,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,GWVDBZWVFGFBCN-UHFFFAOYSA-N,C34H70,478.9340000000005,13.50939999999997,0,0,0.0,31,1,Pass,Antidiabetic / Enzyme inhibition,"α-Amylase, α-Glucosidase",10.3390/cimb48050503,2026,Saturated alkane / Hydrocarbon,Lipid,GC-MS,Identified in Hexane leaf extract,Verified,1.0,0,0,34,159.0919999999997,0.08685376577555898,Fail,2,Fail
AFRO-0100,Propylene glycol,Momordica balsamina Linn,Momordica balsamina Linn,Cucurbitaceae,Leaf,South Africa,1030,CC(O)CO,DNIAPMSPPWPWGF-UHFFFAOYSA-N,C3H8O2,76.095,-0.6405000000000001,2,2,40.46,1,0,Pass,Antidiabetic / Enzyme inhibition,α-Glucosidase,10.3390/cimb48050503,2026,Diol / Alcohol,Lipid,GC-MS,Identified in Ethyl acetate leaf extract,Verified,1.0,0,0,5,18.7666,0.4358349966110498,Pass,4,Fail
AFRO-0101,Oleic acid,Momordica balsamina Linn,Momordica balsamina Linn,Cucurbitaceae,Leaf,South Africa,445639,CCCCCCCCC=CCCCCCCCC(=O)O,ZQPPMHVWECSIRJ-UHFFFAOYSA-N,C18H34O2,282.4679999999999,6.108500000000006,1,1,37.3,15,1,Pass,Antidiabetic / Glucose uptake enhancement,IRS1 / PI3K signaling pathway,10.3390/cimb48050503,2026,Monounsaturated fatty acid,Lipid,GC-MS,Identified in Ethyl acetate leaf extract,Verified,0.8333333333333334,0,0,20,87.08780000000007,0.2905169417988814,Fail,1,Fail
AFRO-0102,Phytol,Momordica balsamina Linn,Momordica balsamina Linn,Cucurbitaceae,Leaf,South Africa,5280435,CC(=CCO)CCCC(C)CCCC(C)CCCC(C)C,BOTWFXYSPFMFNR-UHFFFAOYSA-N,C20H40O,296.539,6.364100000000007,1,1,20.23,13,1,Pass,Antidiabetic / Insulin sensitivity,PPAR-γ,10.3390/cimb48050503,2026,Diterpene alcohol,Terpenoid,GC-MS,Identified in Ethyl acetate leaf extract,Verified,0.9,0,0,21,95.56180000000009,0.3917560713370458,Fail,1,Fail
AFRO-0103,Octadecanoic acid,Momordica balsamina Linn,Momordica balsamina Linn,Cucurbitaceae,Leaf,South Africa,5281,CCCCCCCCCCCCCCCCCC(=O)O,QIQXTHQIDYTFRH-UHFFFAOYSA-N,C18H36O2,284.4839999999999,6.332500000000007,1,1,37.3,16,1,Pass,Antidiabetic / Insulin signaling enhancement,PTP1B,10.3390/cimb48050503,2026,Saturated fatty acid,Lipid,GC-MS,Identified in Ethyl acetate leaf extract,Verified,0.9444444444444444,0,0,20,87.18180000000008,0.3360419785922725,Fail,1,Fail
AFRO-0104,n-Hexadecenoic acid,Momordica balsamina Linn,Momordica balsamina Linn,Cucurbitaceae,Leaf,South Africa,985,CCCCCCCCCCCCCCCC(=O)O,IPCSVZSSVZVIGE-UHFFFAOYSA-N,C16H32O2,256.4299999999999,5.552300000000005,1,1,37.3,14,1,Pass,Antidiabetic / Enzyme inhibition,"α-Amylase, α-Glucosidase",10.3390/cimb48050503,2026,Saturated fatty acid,Lipid,GC-MS,Identified in DCM and Ethyl acetate leaf extracts,Verified,0.9375,0,0,18,77.94780000000007,0.4134897831112085,Fail,1,Fail
AFRO-0105,Methyl gallate,Acacia nilotica,Babul / Gum arabic tree,Mimosoideae,Stem bark,Kenya,7428,COC(=O)c1cc(O)c(O)c(O)c1,FBSFWRHWHYMIOG-UHFFFAOYSA-N,C8H8O5,184.147,0.5899999999999996,3,5,86.99000000000001,1,0,Pass,Antidiabetic,Metabolic targets,10.3390/molecules28207202,2023,Phenolic acid,Phenolic Compound,Isolation (Extraction),Isolated from stem bark.,Verified,0.125,1,1,13,42.77590000000002,0.4388711477830505,Pass,1,Fail
AFRO-0106,Gallocatechin 5-O-gallate,Acacia nilotica,Babul / Gum arabic tree,Mimosoideae,Stem bark,Kenya,76385903,O=C(Oc1cc(O)cc2c1CC(O)C(c1cc(O)c(O)c(O)c1)O2)c1cc(O)c(O)c(O)c1,PRVLZZLYGXHYCQ-UHFFFAOYSA-N,C22H18O11,458.3750000000002,1.8821,8,11,197.37,3,2,Fail,Antidiabetic,Cellular metabolic pathways,10.3390/molecules28207202,2023,Flavanol gallate,Flavonoid,Isolation (Extraction),Isolated from stem bark.,Verified,0.1363636363636364,4,3,33,109.0179,0.1619637802564463,Fail,0,Pass
AFRO-0107,Catechin 5-O-gallate,Acacia nilotica,Babul / Gum arabic tree,Mimosoideae,Stem bark,Kenya,15689618,O=C(Oc1cc(O)cc2c1CC(O)C(c1ccc(O)c(O)c1)O2)c1cc(O)c(O)c(O)c1,LVJJFMLUMNSUFN-UHFFFAOYSA-N,C22H18O10,442.3760000000001,2.1765,7,10,177.14,3,1,Pass,Antidiabetic,Cellular metabolic pathways,10.3390/molecules28207202,2023,Flavanol gallate,Flavonoid,Isolation (Extraction),Isolated from stem bark.,Verified,0.1363636363636364,4,3,32,107.3531,0.1806435242688321,Fail,0,Pass
AFRO-0108,Gallic acid,Acacia nilotica,Babul / Gum arabic tree,Mimosoideae,Stem bark,Kenya,370,O=C(O)c1cc(O)c(O)c(O)c1,LNTHITQWFMADLM-UHFFFAOYSA-N,C7H6O5,170.12,0.5015999999999998,4,4,97.99000000000001,1,0,Pass,Antidiabetic,Metabolic pathways,10.3390/molecules28207202,2023,Phenolic acid,Phenolic Compound,Isolation (Extraction),Isolated from stem bark.,Verified,0.0,1,1,12,38.39570000000001,0.4598882295004826,Pass,2,Fail
AFRO-0109,Digallic acid,Acacia nilotica,Babul / Gum arabic tree,Mimosoideae,Stem bark,Kenya,341,O=C(O)c1cc(O)c(O)c(OC(=O)c2cc(O)c(O)c(O)c2)c1,COVFEVWNJUOYRL-UHFFFAOYSA-N,C14H10O9,322.225,1.131999999999999,6,8,164.75,3,1,Pass,Antidiabetic,Metabolic pathways,10.3390/molecules28207202,2023,Phenolic acid derivative,Phenolic Compound,Isolation (Extraction),Isolated from stem bark.,Verified,0.0,2,2,23,73.1258,0.2757811567339853,Fail,0,Pass
AFRO-0110,Ellagic acid,Acacia nilotica,Babul / Gum arabic tree,Mimosoideae,Stem bark,Kenya,5281855,O=c1oc2c(O)c(O)cc3c(=O)oc4c(O)c(O)cc1c4c23,AFSDNFLWKVMVRB-UHFFFAOYSA-N,C14H6O8,302.194,1.3128,4,8,141.34,0,0,Pass,Antidiabetic,Metabolic targets,10.3390/molecules28207202,2023,Polyphenol,Phenolic Compound,Isolation (Extraction),Isolated from stem bark.,Verified,0.0,4,4,22,73.87719999999999,0.216284535941976,Fail,0,Pass
AFRO-0111,"(-)-epigallocatechin-5,7-digallate",Acacia nilotica,Babul / Gum arabic tree,Mimosoideae,Stem bark,Kenya,74977180,O=C(Oc1cc(OC(=O)c2cc(O)c(O)c(O)c2)c2c(c1)OC(c1cc(O)c(O)c(O)c1)C(O)C2)c1cc(O)c(O)c(O)c1,YEPUYRJJVLBSCO-UHFFFAOYSA-N,C29H22O15,610.4800000000004,2.5125,10,15,264.1299999999999,5,3,Fail,Antidiabetic,Metabolic targets,10.3390/molecules28207202,2023,Catechin gallate,Flavonoid,Isolation (Extraction),Isolated from stem bark.,Verified,0.103448275862069,5,4,44,143.748,0.08836205835090281,Fail,2,Fail
AFRO-0112,Catechin-7-O-gallate,Acacia nilotica,Babul / Gum arabic tree,Mimosoideae,Stem bark,Kenya,471393,O=C(Oc1cc(O)c2c(c1)OC(c1ccc(O)c(O)c1)C(O)C2)c1cc(O)c(O)c(O)c1,WKIHBIBUCQPPBY-UHFFFAOYSA-N,C22H18O10,442.3760000000001,2.1765,7,10,177.14,3,1,Pass,Antidiabetic,Metabolic targets,10.3390/molecules28207202,2023,Flavanol gallate,Flavonoid,Isolation (Extraction),Isolated from stem bark.,Verified,0.1363636363636364,4,3,32,107.3531,0.1806435242688321,Fail,0,Pass
AFRO-0113,Naringenin,Acacia nilotica,Babul / Gum arabic tree,Mimosoideae,Stem bark,Kenya,439246,O=C1CC(c2ccc(O)cc2)Oc2cc(O)cc(O)c21,FTVWIRXFELQLPI-UHFFFAOYSA-N,C15H12O5,272.256,2.509900000000001,3,5,86.99000000000001,1,0,Pass,Antidiabetic,Metabolic targets,10.3390/molecules28207202,2023,Flavanone,Flavonoid,Isolation (Extraction),Isolated from stem bark.,Verified,0.1333333333333333,3,2,20,70.19490000000002,0.7421139126791214,Pass,0,Pass
AFRO-0114,Chalconaringenin-4'-O-β-glucopyranoside,Acacia nilotica,Babul / Gum arabic tree,Mimosoideae,Stem bark,Kenya,11743626,O=C(C=Cc1ccc(O)cc1)c1c(O)cc(OC2OC(CO)C(O)C(O)C2O)cc1O,ZYUSTWOCCKABCY-UHFFFAOYSA-N,C21H22O10,434.3970000000001,-0.1218000000000001,7,10,177.14,6,1,Pass,Antidiabetic,Metabolic targets,10.3390/molecules28207202,2023,Chalcone glycoside,Flavonoid,Isolation (Extraction),Isolated from stem bark.,Verified,0.2857142857142857,3,2,31,105.6381,0.2394648200243623,Fail,0,Pass
AFRO-0115,Lupenone,Acacia nilotica,Babul / Gum arabic tree,Mimosoideae,Stem bark,Kenya,92158,C=C(C)C1CCC2(C)CCC3(C)C(CCC4C5(C)CCC(=O)C(C)(C)C5CCC43C)C12,GRBHNQFQFHLCHO-UHFFFAOYSA-N,C30H48O,424.7130000000003,8.233000000000008,0,1,17.07,1,1,Pass,Anti-inflammatory,COX-1 / COX-2,10.3390/molecules28207202,2023,Triterpenoid,Terpenoid,Isolation (Extraction),Triterpene compound.,Verified,0.9,5,0,31,129.6500000000001,0.3873157630861667,Pass,1,Fail
AFRO-0116,Rutin,Acalypha wilkesiana,Copperleaf,Euphorbiaceae,Leaves; stems; root bark,Kenya,5280805,CC1OC(OCC2OC(Oc3c(-c4ccc(O)c(O)c4)oc4cc(O)cc(O)c4c3=O)C(O)C(O)C2O)C(O)C(O)C1O,IKGXIBQEEMLURG-UHFFFAOYSA-N,C27H30O16,610.5210000000004,-1.6871,10,16,269.4299999999999,6,3,Fail,Potentiates IRK / Glucose uptake,IRK / GLUT4,10.3390/molecules28207202,2023,Flavonoid glycoside,Flavonoid,Isolation (Extraction),Bioactive flavonoid.,Verified,0.4444444444444444,5,3,43,140.196,0.1395178432216246,Fail,3,Fail
AFRO-0117,Corilagin,Acalypha wilkesiana,Copperleaf,Euphorbiaceae,Leaves; stems; root bark,Kenya,73568,O=C(OC1OC2COC(=O)c3cc(O)c(O)c(O)c3-c3c(cc(O)c(O)c3O)C(=O)OC(C2O)C1O)c1cc(O)c(O)c(O)c1,TUSDEZXZIZRFGC-UHFFFAOYSA-N,C27H22O18,634.4550000000004,-0.2965000000000007,11,18,310.66,2,3,Fail,Antidiabetic,Metabolic targets,10.3390/molecules28207202,2023,Ellagitannin,Phenolic Compound,Isolation (Extraction),Bioactive tannin.,Verified,0.2222222222222222,5,3,45,138.8793,0.09789164014597279,Fail,2,Fail
AFRO-0118,Geraniin,Acalypha wilkesiana,Copperleaf,Euphorbiaceae,Leaves; stems; root bark,Kenya,3001497,O=C1OC2C3COC(=O)c4cc(O)c(O)c(O)c4-c4c(cc(O)c(O)c4O)C(=O)OC2C(OC(=O)c2cc(O)c(O)c4c2C2C1=CC(=O)C(O)(O4)C2(O)O)C(OC(=O)c1cc(O)c(O)c(O)c1)O3,JQQBXPCJFAKSPG-UHFFFAOYSA-N,C41H28O27,952.6480000000006,-1.101500000000001,14,27,450.2500000000001,2,3,Fail,Antidiabetic,Metabolic targets,10.3390/molecules28207202,2023,Ellagitannin,Phenolic Compound,Isolation (Extraction),Bioactive tannin.,Verified,0.2195121951219512,9,4,68,204.2982,0.04905629161844852,Fail,3,Fail
AFRO-0119,Kaempferol 3-O-rutinoside,Acalypha wilkesiana,Copperleaf,Euphorbiaceae,Leaves; stems; root bark,Kenya,5318767,CC1OC(OCC2OC(Oc3c(-c4ccc(O)cc4)oc4cc(O)cc(O)c4c3=O)C(O)C(O)C2O)C(O)C(O)C1O,RTATXGUCZHCSNG-UHFFFAOYSA-N,C27H30O15,594.5220000000004,-1.3927,9,15,249.2,6,3,Fail,Antidiabetic,Metabolic targets,10.3390/molecules28207202,2023,Flavonoid glycoside,Flavonoid,Isolation (Extraction),Bioactive flavonoid.,Verified,0.4444444444444444,5,3,42,138.5312,0.1592907073840895,Fail,3,Fail
AFRO-0120,Alliuocide G,Allium cepa,Onion,Amaryllidaceae,Whole plant,Kenya,163184125,O=C1c2c(O)cc(O)cc2OC2(c3ccc(O)c(O)c3)Oc3ccc(O)cc3OC12O,YBYGGWSLHBZIFH-UHFFFAOYSA-N,C21H14O10,426.3330000000001,1.802699999999999,6,10,166.14,1,1,Pass,Inhibition of α-amylase (96.5%),α-Amylase,10.3390/molecules28207202,2023,Flavonoid,Flavonoid,Isolation (Extraction),Exhibited highest α-amylase inhibition.,Verified,0.09523809523809523,5,3,31,100.4923,0.3159151665772259,Fail,0,Pass
AFRO-0121,"2-(3,4-Dihydroxybenzoyl)-2,4,6-trihydroxy-3(2H)-benzofuranone",Allium cepa,Onion,Amaryllidaceae,Whole plant,Kenya,54378453,O=C(c1ccc(O)c(O)c1)C1(O)Oc2cc(O)cc(O)c2C1=O,UYFQPTAFLCOYSM-UHFFFAOYSA-N,C15H10O8,318.2370000000001,0.6556,5,8,144.52,2,0,Pass,Inhibition of α-amylase,α-Amylase,10.3390/molecules28207202,2023,Benzofuranone,Quinone,Isolation (Extraction),Active isolated constituent.,Verified,0.06666666666666667,3,2,23,73.782,0.3082947010104619,Fail,0,Pass
AFRO-0122,Luteolin-7-O-D-glucopyranoside,Allium cepa,Onion,Amaryllidaceae,Whole plant,Kenya,5280637,O=c1cc(-c2ccc(O)c(O)c2)oc2cc(OC3OC(CO)C(O)C(O)C3O)cc(O)c12,PEFNSGRTCBGNAN-UHFFFAOYSA-N,C21H20O11,448.3800000000001,-0.2445000000000002,7,11,190.28,4,2,Fail,Inhibition of α-amylase,α-Amylase,10.3390/molecules28207202,2023,Flavonoid glycoside,Flavonoid,Isolation (Extraction),Active isolated constituent.,Verified,0.2857142857142857,4,3,32,107.3096,0.2606452175948753,Fail,0,Pass
AFRO-0123,"Quercetin 3,4'-diglucoside",Allium cepa,Onion,Amaryllidaceae,Whole plant,Kenya,5320835,O=c1c(OC2OC(CO)C(O)C(O)C2O)c(-c2ccc(OC3OC(CO)C(O)C(O)C3O)c(O)c2)oc2cc(O)cc(O)c12,RPVIQWDFJPYNJM-UHFFFAOYSA-N,C27H30O17,626.5200000000002,-3.065799999999999,11,17,289.66,7,3,Fail,Antidiabetic / Antioxidant,Glucose metabolism targets,10.3390/molecules28207202,2023,Flavonoid glycoside,Flavonoid,Isolation (Extraction),Major onion flavonol.,Verified,0.4444444444444444,5,3,44,141.7048,0.1240060114086665,Fail,3,Fail
AFRO-0124,"Isorhamnetin 3,4'-diglucoside",Allium cepa,Onion,Amaryllidaceae,Whole plant,Kenya,11802256,COc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2OC2OC(CO)C(O)C(O)C2O)ccc1OC1OC(CO)C(O)C(O)C1O,VKVBSQRURLRCHO-UHFFFAOYSA-N,C28H32O17,640.5470000000004,-2.762799999999999,10,17,278.66,8,3,Fail,Antidiabetic,Metabolic targets,10.3390/molecules28207202,2023,Flavonoid glycoside,Flavonoid,Isolation (Extraction),Flavonol derivative.,Verified,0.4642857142857143,5,3,45,146.5919999999999,0.1193092558067772,Fail,3,Fail
